"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-09","5.82",,,"0.13","0.0",,,"64","57","  320","  330","12.1","15.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-10","10.96",,,"0.59","0.0",,,"65","46","  300","  300","23.0","31.1","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-11","11.18",,,"0.00","0.0",,,"68","46","  300","  310","21.9","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-12","7.38",,,"0.00","0.0",,,"81","40","  280","  280","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-13","6.49",,,"0.00","0.0",,,"84","52","  170","  180","21.0","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-14","5.14",,,"0.22","0.0",,,"72","60","  180","  180","17.0","21.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-15","6.93",,,"0.54","0.0",,,"72","59","  170","  160","21.9","28.0","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-16","7.61",,,"0.00","0.0",,,"76","61","  310","  320","16.1","25.1","    1","    1",,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-17","7.38",,,"0.00","0.0",,,"72","48","  310","  320","17.0","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-18","3.80",,,"0.00","0.0",,,"74","43","  180","  170","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-19","4.92",,,"0.00","0.0",,,"83","44","  170","  150","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-20","4.70",,,"0.00","0.0",,,"86","49","  140","  150","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-21","5.14",,,"0.05","0.0",,,"72","51","  130","  120","10.1","14.1","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-22","5.14",,,"0.13","0.0",,,"70","61","   40","   40","13.0","16.1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-23","5.14",,,"0.00","0.0",,,"80","59","  180","  170","14.1","17.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-24","6.04",,,"0.00","0.0",,,"78","61","  200","  170","14.1","17.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-25","5.82",,,"0.03","0.0",,,"77","60","  180","  180","16.1","23.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-26","5.82",,,"0.00","0.0",,,"87","63","  310","  300","12.1","16.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-27","6.04",,,"0.00","0.0",,,"84","59","  190","  340","16.1","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-28","6.71",,,"0.00","0.0",,,"89","65","  170","  180","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-29","8.72",,,"0.18","0.0",,,"93","66","  170","  160","23.0","28.0",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-30","5.37",,,"0.00","0.0",,,"80","65","  350","  340","13.0","17.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-05-31","7.83",,,"0.00","0.0",,,"81","58","  320","  310","17.0","25.1","    1",,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-01","8.50",,,"0.04","0.0",,,"76","54","  140","  120","17.0","21.9",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-02","5.82",,,"1.71","0.0",,,"63","55","   70","   80","14.1","17.9","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-03","5.14",,,"0.06","0.0",,,"77","52","  300","  300","23.0","30.0","    1",,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-04","10.07",,,"0.02","0.0",,,"60","50","   40","   30","21.0","28.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-05","5.14",,,"0.03","0.0",,,"64","50","   20","   30","16.1","19.9",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-06","1.79",,,"0.17","0.0",,,"71","49","   20","   10","21.9","25.1","    1","    1",,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-07","2.01",,,"0.03","0.0",,,"75","47","  330","  330","21.9","25.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-08","5.82",,,"0.00","0.0",,,"84","51","  240","  280","19.9","25.9",,,"    1",,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-09","3.13",,,"0.01","0.0",,,"77","57","  360","   10","17.9","25.1",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-10","4.25",,,"0.00","0.0",,,"84","58","  190","  160","16.1","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-11","9.17",,,"0.00","0.0",,,"78","58","  150","  180","17.9","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-12","8.28",,,"0.19","0.0",,,"75","59","  160","  180","17.0","21.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-13","4.47",,,"0.83","0.0",,,"72","61","  300","   40","12.1","15.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-14","6.71",,,"0.00","0.0",,,"78","57","   30","   30","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-15","6.71",,,"0.00","0.0",,,"80","55","   20","   40","19.9","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-16","5.37",,,"0.00","0.0",,,"82","52","  120","  110","14.1","17.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-17","6.04",,,"0.00","0.0",,,"76","56","  160","  170","17.9","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-18","5.82",,,"0.00","0.0",,,"74","57","  170","  170","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-19","7.83",,,"0.00","0.0",,,"73","56","  170","  170","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-20","6.26",,,"0.00","0.0",,,"97","65","  300","  290","17.0","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-21","6.26",,,"0.00","0.0",,,"96","73","  280","  330","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-22","4.25",,,"0.14","0.0",,,"94","69","  140","  140","21.9","30.0",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-23","5.37",,,"0.23","0.0",,,"87","62","  330","  330","25.1","36.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-24","4.92",,,"0.00","0.0",,,"85","57","  330","   80","14.1","29.1",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-25","6.93",,,"0.76","0.0",,,"74","59","  300","  260","19.9","23.9",,"    1","    1",,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-26","9.84",,,"0.00","0.0",,,"72","52","  300","  290","21.0","28.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-27","8.50",,,"0.00","0.0",,,"81","60","  310","  290","17.0","32.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-28","6.49",,,"0.00","0.0",,,"87","60","  320","  280","13.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-29","6.26",,,"0.00","0.0",,,"95","70","  250","  230","16.1","21.9",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-06-30","7.83",,,"0.00","0.0",,,"93","66","  310","  300","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-01","5.37"," 9999",,"0.53","0.0",,,"92","67","  290","  290","25.9","33.1",,,"    1",,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-02","3.58"," 9999",,"0.15","0.0",,,"85","62","  280","  280","29.1","36.9",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-03","3.80"," 9999",,"0.00","0.0",,,"87","61","  160","  300","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-04","5.59"," 9999",,"0.06","0.0",,,"91","69","  290","  310","15.0","17.9","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-05","6.26"," 9999",,"0.00","0.0",,,"88","67","  320","  310","15.0","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-06","4.25"," 9999",,"0.00","0.0",,,"90","62","  260","  310","10.1","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-07","5.59"," 9999",,"0.00","0.0",,,"92","71","  320","  320","15.0","19.9",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-08","4.92"," 9999",,"0.00","0.0",,,"91","64","  290","  310","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-09","4.47"," 9999",,"0.00","0.0",,,"85","59","  310","  330","15.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-10","5.14"," 9999",,"0.00","0.0",,,"87","58","  170","  180","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-11","4.92"," 9999",,"0.00","0.0",,,"88","60","  150","  150","15.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-12","6.71"," 9999",,"0.00","0.0",,,"91","63","  150","  190","17.9","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-13","7.38"," 9999",,"0.00","0.0",,,"91","66","  180","  180","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-14","6.49"," 9999",,"0.00","0.0",,,"92","70","  260","  280","15.0","19.9",,,,,,,,,,,"    1",,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-15","5.37"," 9999",,"0.14","0.0",,,"87","68","  190","  190","12.1","16.1",,,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-16","5.82"," 9999",,"0.00","0.0",,,"92","70","  320","  290","19.9","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-17","8.50"," 9999",,"0.00","0.0",,,"96","70","  210","  210","21.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-18","5.37"," 9999",,"0.33","0.0",,,"100","77","  280","  270","42.9","63.1",,,"    1",,,,,,"    1",,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-19","6.04"," 9999",,"0.00","0.0",,,"83","69","  360","  180","16.1","23.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-20","2.68"," 9999",,"0.44","0.0",,,"71","61","   60","   40","8.1","13.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-21","5.14"," 9999",,"0.00","0.0",,,"81","58","  170","  180","13.0","16.1",,"    1",,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-22","6.93"," 9999",,"0.00","0.0",,,"86","60","  170","  170","17.0","21.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-23","7.61"," 9999",,"0.05","0.0",,,"85","67","  180","  170","17.9","23.0",,,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-24","9.40"," 9999",,"0.00","0.0",,,"91","67","  330","  290","21.9","30.0",,,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-25","5.59"," 9999",,"0.00","0.0",,,"86","60","  330","  320","17.0","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-26","8.28"," 9999",,"0.03","0.0",,,"88","69","  230","  230","17.0","23.0",,,"    1",,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-27","3.36"," 9999",,"0.24","0.0",,,"86","71","   60","   60","10.1","14.1","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-28","4.03"," 9999",,"1.89","0.0",,,"81","68","  350","  340","23.0","25.9","    1",,"    1",,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-29","3.80"," 9999",,"0.48","0.0",,,"77","67","   30","   30","17.0","23.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-30","6.04"," 9999",,"0.00","0.0",,,"84","60","  170","  180","16.1","17.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-07-31","2.91"," 1410"," 1121","0.00","0.0",,,"77","64","  170","  160","8.9","13.0","    1",,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-01","5.82",,,"0.02","0.0",,,"87","65","  170","  180","17.0","23.0","    1",,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-02","5.14",,,"0.00","0.0",,,"91","66","  250","  240","14.1","17.0",,,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-03","6.71",,,"0.00","0.0",,,"94","71","  190","  180","15.0","17.0",,,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-04","6.49",,,"0.00","0.0",,,"94","71","  170","  210","16.1","21.9","    1",,,,,,"    1",,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-05","9.17",,,"0.91","0.0",,,"92","72","  270","  270","33.1","45.0",,,"    1",,,,,,"    1",,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-06","6.71",,,"0.00","0.0",,,"84","64","  310","  300","21.0","25.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-07","4.03",,,"0.00","0.0",,,"85","59","  190","  200","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-08","4.70",,,"0.00","0.0",,,"88","61","  150","  150","15.0","17.9","    1",,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-09","7.16",,,"0.00","0.0",,,"91","72","  200","  200","15.0","19.9",,,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-10","5.59",,,"0.69","0.0",,,"85","70","   30","   30","23.9","28.0",,,"    1",,,,"    1",,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-11","6.71",,,"0.00","0.0",,,"86","70","  180","  140","19.9","23.9",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-12","4.92",,,"0.00","0.0",,,"89","69","  250","  220","15.0","17.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-13","4.25",,,"0.00","0.0",,,"86","63","  270","  160","13.0","28.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-14","3.36",,,"0.00","0.0",,,"82","63","  260","  270","12.1","14.1",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-15","3.36",,,"1.33","0.0",,,"83","64","  320","  320","25.1","33.1",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-16","4.92",,,"0.00","0.0",,,"86","66","  300","  310","15.0","21.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-17","6.04",,,"0.46","0.0",,,"89","60","  340","  330","30.0","44.1",,,"    1",,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-18","4.03",,,"0.13","0.0",,,"80","57","  310","  310","13.0","16.1","    1",,,,,,,,,"    1","    1",,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-19","3.36",,,"0.00","0.0",,,"77","53","  180","   80","8.1","12.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-20","3.13",,,"0.00","0.0",,,"81","54","  190","  200","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-21","4.03",,,"0.00","0.0",,,"82","61","  280","  280","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-22","3.80",,,"0.00","0.0",,,"84","55","  160","  160","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-23","4.03",,,"0.00","0.0",,,"86","60","  190","  190","13.0","16.1",,,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-24","2.24",,,"0.00","0.0",,,"86","61","   20","   30","8.1","12.1",,,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-25","4.25",,,"0.00","0.0",,,"85","63","  160","  150","14.1","15.0",,,,,,,"    1",,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-26","3.80",,,"0.00","0.0",,,"84","60","  190","  170","12.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-27","7.38",,,"0.04","0.0",,,"86","58","  160","  200","19.9","25.1","    1",,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-28","8.28",,,"0.54","0.0",,,"86","67","  310","  320","19.9","23.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-29","6.04",,,"0.00","0.0",,,"78","57","  360","  330","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-30","5.37",,,"0.00","0.0",,,"81","50","  280","  250","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-08-31","7.16",,,"0.00","0.0",,,"90","55","  240","  270","21.0","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-01","5.14",,,"0.59","0.0",,,"88","67","   90","  100","19.9","23.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-02","5.14",,,"0.00","0.0",,,"83","61","   30","   40","15.0","17.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-03","6.04",,,"0.00","0.0",,,"80","57","  170","  170","15.0","17.9","    1",,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-04","3.36",,,"0.03","0.0",,,"75","66","  160","  150","10.1","14.1","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-05","7.61",,,"0.23","0.0",,,"84","67","  200","  220","17.0","23.0","    1",,,,,,,,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-06","4.70",,,"0.00","0.0",,,"82","65","  180","  180","12.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-07","4.25",,,"0.00","0.0",,,"87","66","  190","  150","13.0","17.0",,"    1",,,,,"    1",,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-08","10.51",,,"0.62","0.0",,,"82","64","  260","  230","31.1","40.0",,,"    1",,,,"    1",,,,"    1",,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-09","4.03",,,"0.01","0.0",,,"77","59","  300","  300","12.1","15.0","    1",,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-10","8.28",,,"0.00","0.0",,,"71","51","  300","  300","21.9","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-11","3.58",,,"0.00","0.0",,,"74","48","   30","   10","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-12","2.91",,,"0.00","0.0",,,"80","46","  160","  150","12.1","14.1",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-13","4.70",,,"0.00","0.0",,,"83","52","  190","  190","14.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-14","6.04",,,"0.00","0.0",,,"82","55","  200","  190","15.0","21.9","    1",,,,,,,,,"    1",,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-15","8.72",,,"0.02","0.0",,,"73","53","  300","  310","21.0","28.0",,,,,,,,,,,,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-16","5.37",,,"0.00","0.0",,,"73","49","  290","  280","16.1","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-17","3.36",,,"0.00","0.0",,,"78","44","  190","  200","12.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-18","14.09",,,"1.11","0.0",,,"75","54","  180","  160","33.1","44.1",,,,,,,"    1",,,"    1",,,"    1",,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2012-09-19","8.28",,,"0.01","0.0",,,"69","48","  330","  320","21.0","29.1","    1",,,,,,,,,,,,"    1",,,
